scenario,index1,index2,G,B
0,23,23,2.7543485017044818,-30.12374895831534
1,0,0,17.011918767573544,-84.77385681789507
1,0,1,-13.00195029254388,69.5104265639846
1,0,2,-1.14738182597622,4.438224205973951
1,0,4,-2.862586649053443,11.09580604793651
1,1,0,-13.00195029254388,69.5104265639846
1,1,1,16.180396687476932,-81.5149176131998
1,1,3,-1.9149113798863084,7.3969290192559525
1,1,5,-1.263535015046744,4.881262029959253
1,2,0,-1.14738182597622,4.438224205973951
1,2,2,3.5123114154385533,-24.179291644802625
1,2,8,-2.0384337416377893,7.875766729055094
1,2,23,-0.31698626002382907,11.56310748521707
1,3,1,-1.9149113798863084,7.3969290192559525
1,3,3,4.251048368169884,-16.40518445526367
1,3,8,-2.3361369882835756,9.039455436007716
1,4,0,-2.862586649053443,11.09580604793651
1,4,4,5.604048738119698,-21.689559664802754
1,4,9,-2.7414620890662555,10.617153616866245
1,5,1,-1.263535015046744,4.881262029959253
1,5,5,4.870682876968237,-20.32593797573266
1,5,9,-3.6071478619214936,15.700175945773408
1,6,6,3.9525003915212653,-15.254814719459477
1,6,7,-3.9525003915212653,15.263114719459477
1,7,6,-3.9525003915212653,15.263114719459477
1,7,7,6.889095385555233,-26.564490211614228
1,7,8,-1.4682974970169838,5.677187746077377
1,7,9,-1.4682974970169838,5.677187746077377
1,8,2,-2.0384337416377893,7.875766729055094
1,8,3,-2.3361369882835756,9.039455436007716
1,8,7,-1.4682974970169838,5.677187746077377
1,8,8,6.495859922587437,-46.35991133068735
1,8,10,-0.31698626002382907,11.56310748521707
1,8,11,-0.31698626002382907,11.56310748521707
1,9,4,-2.7414620890662555,10.617153616866245
1,9,5,-3.6071478619214936,15.700175945773408
1,9,7,-1.4682974970169838,5.677187746077377
1,9,9,8.469899143653821,-54.550718728264194
1,9,10,-0.3200939684554352,11.676471284091747
1,9,11,-0.3200939684554352,11.676471284091747
1,10,8,-0.31698626002382907,11.56310748521707
1,10,9,-0.3200939684554352,11.676471284091747
1,10,10,6.310180721002116,-66.77963738730838
1,10,12,-2.648753566047322,20.668962253090577
1,10,13,-3.039855888313442,23.5307363206485
1,11,8,-0.31698626002382907,11.56310748521707
1,11,9,-0.3200939684554352,11.676471284091747
1,11,11,4.577608087233592,-53.37550932384045
1,11,12,-2.648753566047322,20.668962253090577
1,11,22,-1.3072832545449176,10.184158257180568
1,12,10,-2.648753566047322,20.668962253090577
1,12,11,-2.648753566047322,20.668962253090577
1,12,12,6.756984928309469,-52.52053255776515
1,12,22,-1.459477796214825,11.373408051583995
1,13,10,-3.039855888313442,23.5307363206485
1,13,13,6.290387350207462,-48.73502109418398
1,13,15,-3.2505314618940204,25.289134773535476
1,14,14,14.842818123202159,-115.81238034094446
1,14,15,-7.233748725873804,56.88356952618946
1,14,20,-5.1624745461324455,40.15257980325236
1,14,23,-2.44659485119591,18.95198101150265
1,15,13,-3.2505314618940204,25.289134773535476
1,15,14,-7.233748725873804,56.88356952618946
1,15,15,20.853952129924018,-162.62736951147886
1,15,16,-4.840839078773654,37.99325216370838
1,15,18,-5.528832863382538,42.57201304804555
1,16,15,-4.840839078773654,37.99325216370838
1,16,16,14.585681941339672,-115.55942820112503
1,16,17,-8.547008547008547,68.37606837606837
1,16,21,-1.1978343155574722,9.343107661348283
1,17,16,-8.547008547008547,68.37606837606837
1,17,17,18.228686704555855,-144.29292270348512
1,17,20,-9.681678157547308,75.98650432741675
1,18,15,-5.528832863382538,42.57201304804555
1,18,18,11.927146719495752,-92.14548828374814
1,18,19,-6.398313856113215,49.6810252357026
1,19,18,-6.398313856113215,49.6810252357026
1,19,19,18.20269834177932,-140.61461983941254
1,19,22,-11.804384485666105,91.06239460370995
1,20,14,-5.1624745461324455,40.15257980325236
1,20,17,-9.681678157547308,75.98650432741675
1,20,20,16.706099015420932,-130.42072435320378
1,20,21,-1.8619463117411768,14.510340222534687
1,21,16,-1.1978343155574722,9.343107661348283
1,21,20,-1.8619463117411768,14.510340222534687
1,21,21,3.059780627298649,-23.67164788388297
1,22,11,-1.3072832545449176,10.184158257180568
1,22,12,-1.459477796214825,11.373408051583995
1,22,19,-11.804384485666105,91.06239460370995
1,22,22,14.571145536425849,-112.38206091247451
1,23,2,-0.31698626002382907,11.56310748521707
1,23,14,-2.44659485119591,18.95198101150265
1,23,23,2.7543485017044818,-30.12374895831534
2,0,0,17.011918767573544,-84.77385681789507
2,0,1,-13.00195029254388,69.5104265639846
2,0,2,-1.14738182597622,4.438224205973951
2,0,4,-2.862586649053443,11.09580604793651
2,1,0,-13.00195029254388,69.5104265639846
2,1,1,16.180396687476932,-81.5149176131998
2,1,3,-1.9149113798863084,7.3969290192559525
2,1,5,-1.263535015046744,4.881262029959253
2,2,0,-1.14738182597622,4.438224205973951
2,2,2,3.5123114154385533,-24.179291644802625
2,2,8,-2.0384337416377893,7.875766729055094
2,2,23,-0.31698626002382907,11.56310748521707
2,3,1,-1.9149113798863084,7.3969290192559525
2,3,3,4.251048368169884,-16.40518445526367
2,3,8,-2.3361369882835756,9.039455436007716
2,4,0,-2.862586649053443,11.09580604793651
2,4,4,2.862586649053443,-11.08435604793651
2,5,1,-1.263535015046744,4.881262029959253
2,5,5,4.870682876968237,-20.32593797573266
2,5,9,-3.6071478619214936,15.700175945773408
2,6,6,3.9525003915212653,-15.254814719459477
2,6,7,-3.9525003915212653,15.263114719459477
2,7,6,-3.9525003915212653,15.263114719459477
2,7,7,6.889095385555233,-26.564490211614228
2,7,8,-1.4682974970169838,5.677187746077377
2,7,9,-1.4682974970169838,5.677187746077377
2,8,2,-2.0384337416377893,7.875766729055094
2,8,3,-2.3361369882835756,9.039455436007716
2,8,7,-1.4682974970169838,5.677187746077377
2,8,8,6.495859922587437,-46.35991133068735
2,8,10,-0.31698626002382907,11.56310748521707
2,8,11,-0.31698626002382907,11.56310748521707
2,9,5,-3.6071478619214936,15.700175945773408
2,9,7,-1.4682974970169838,5.677187746077377
2,9,9,5.728437054587566,-43.94551511139795
2,9,10,-0.3200939684554352,11.676471284091747
2,9,11,-0.3200939684554352,11.676471284091747
2,10,8,-0.31698626002382907,11.56310748521707
2,10,9,-0.3200939684554352,11.676471284091747
2,10,10,6.310180721002116,-66.77963738730838
2,10,12,-2.648753566047322,20.668962253090577
2,10,13,-3.039855888313442,23.5307363206485
2,11,8,-0.31698626002382907,11.56310748521707
2,11,9,-0.3200939684554352,11.676471284091747
2,11,11,4.577608087233592,-53.37550932384045
2,11,12,-2.648753566047322,20.668962253090577
2,11,22,-1.3072832545449176,10.184158257180568
2,12,10,-2.648753566047322,20.668962253090577
2,12,11,-2.648753566047322,20.668962253090577
2,12,12,6.756984928309469,-52.52053255776515
2,12,22,-1.459477796214825,11.373408051583995
2,13,10,-3.039855888313442,23.5307363206485
2,13,13,6.290387350207462,-48.73502109418398
2,13,15,-3.2505314618940204,25.289134773535476
2,14,14,12.261580850135937,-95.78759043931828
2,14,15,-7.233748725873804,56.88356952618946
2,14,20,-2.5812372730662227,20.07628990162618
2,14,23,-2.44659485119591,18.95198101150265
2,15,13,-3.2505314618940204,25.289134773535476
2,15,14,-7.233748725873804,56.88356952618946
2,15,15,20.853952129924018,-162.62736951147886
2,15,16,-4.840839078773654,37.99325216370838
2,15,18,-5.528832863382538,42.57201304804555
2,16,15,-4.840839078773654,37.99325216370838
2,16,16,14.585681941339672,-115.55942820112503
2,16,17,-8.547008547008547,68.37606837606837
2,16,21,-1.1978343155574722,9.343107661348283
2,17,16,-8.547008547008547,68.37606837606837
2,17,17,18.228686704555855,-144.29292270348512
2,17,20,-9.681678157547308,75.98650432741675
2,18,15,-5.528832863382538,42.57201304804555
2,18,18,11.927146719495752,-92.14548828374814
2,18,19,-6.398313856113215,49.6810252357026
2,19,18,-6.398313856113215,49.6810252357026
2,19,19,18.20269834177932,-140.61461983941254
2,19,22,-11.804384485666105,91.06239460370995
2,20,14,-2.5812372730662227,20.07628990162618
2,20,17,-9.681678157547308,75.98650432741675
2,20,20,14.124861742354708,-110.39593445157762
2,20,21,-1.8619463117411768,14.510340222534687
2,21,16,-1.1978343155574722,9.343107661348283
2,21,20,-1.8619463117411768,14.510340222534687
2,21,21,3.059780627298649,-23.67164788388297
2,22,11,-1.3072832545449176,10.184158257180568
2,22,12,-1.459477796214825,11.373408051583995
2,22,19,-11.804384485666105,91.06239460370995
2,22,22,14.571145536425849,-112.38206091247451
2,23,2,-0.31698626002382907,11.56310748521707
2,23,14,-2.44659485119591,18.95198101150265
2,23,23,2.7543485017044818,-30.12374895831534
3,0,0,17.011918767573544,-84.77385681789507
3,0,1,-13.00195029254388,69.5104265639846
3,0,2,-1.14738182597622,4.438224205973951
3,0,4,-2.862586649053443,11.09580604793651
3,1,0,-13.00195029254388,69.5104265639846
3,1,1,16.180396687476932,-81.5149176131998
3,1,3,-1.9149113798863084,7.3969290192559525
3,1,5,-1.263535015046744,4.881262029959253
3,2,0,-1.14738182597622,4.438224205973951
3,2,2,3.5123114154385533,-24.179291644802625
3,2,8,-2.0384337416377893,7.875766729055094
3,2,23,-0.31698626002382907,11.56310748521707
3,3,1,-1.9149113798863084,7.3969290192559525
3,3,3,4.251048368169884,-16.40518445526367
3,3,8,-2.3361369882835756,9.039455436007716
3,4,0,-2.862586649053443,11.09580604793651
3,4,4,5.604048738119698,-21.689559664802754
3,4,9,-2.7414620890662555,10.617153616866245
3,5,1,-1.263535015046744,4.881262029959253
3,5,5,4.870682876968237,-20.32593797573266
3,5,9,-3.6071478619214936,15.700175945773408
3,6,6,3.9525003915212653,-15.254814719459477
3,6,7,-3.9525003915212653,15.263114719459477
3,7,6,-3.9525003915212653,15.263114719459477
3,7,7,6.889095385555233,-26.564490211614228
3,7,8,-1.4682974970169838,5.677187746077377
3,7,9,-1.4682974970169838,5.677187746077377
3,8,2,-2.0384337416377893,7.875766729055094
3,8,3,-2.3361369882835756,9.039455436007716
3,8,7,-1.4682974970169838,5.677187746077377
3,8,8,6.495859922587437,-46.35991133068735
3,8,10,-0.31698626002382907,11.56310748521707
3,8,11,-0.31698626002382907,11.56310748521707
3,9,4,-2.7414620890662555,10.617153616866245
3,9,5,-3.6071478619214936,15.700175945773408
3,9,7,-1.4682974970169838,5.677187746077377
3,9,9,8.469899143653821,-54.550718728264194
3,9,10,-0.3200939684554352,11.676471284091747
3,9,11,-0.3200939684554352,11.676471284091747
3,10,8,-0.31698626002382907,11.56310748521707
3,10,9,-0.3200939684554352,11.676471284091747
3,10,10,3.6614271549547937,-46.16062513421781
3,10,13,-3.039855888313442,23.5307363206485
3,11,8,-0.31698626002382907,11.56310748521707
3,11,9,-0.3200939684554352,11.676471284091747
3,11,11,4.577608087233592,-53.37550932384045
3,11,12,-2.648753566047322,20.668962253090577
3,11,22,-1.3072832545449176,10.184158257180568
3,12,11,-2.648753566047322,20.668962253090577
3,12,12,4.108231362262147,-31.901520304674573
3,12,22,-1.459477796214825,11.373408051583995
3,13,10,-3.039855888313442,23.5307363206485
3,13,13,6.290387350207462,-48.73502109418398
3,13,15,-3.2505314618940204,25.289134773535476
3,14,14,14.842818123202159,-115.81238034094446
3,14,15,-7.233748725873804,56.88356952618946
3,14,20,-5.1624745461324455,40.15257980325236
3,14,23,-2.44659485119591,18.95198101150265
3,15,13,-3.2505314618940204,25.289134773535476
3,15,14,-7.233748725873804,56.88356952618946
3,15,15,20.853952129924018,-162.62736951147886
3,15,16,-4.840839078773654,37.99325216370838
3,15,18,-5.528832863382538,42.57201304804555
3,16,15,-4.840839078773654,37.99325216370838
3,16,16,14.585681941339672,-115.55942820112503
3,16,17,-8.547008547008547,68.37606837606837
3,16,21,-1.1978343155574722,9.343107661348283
3,17,16,-8.547008547008547,68.37606837606837
3,17,17,18.228686704555855,-144.29292270348512
3,17,20,-9.681678157547308,75.98650432741675
3,18,15,-5.528832863382538,42.57201304804555
3,18,18,11.927146719495752,-92.14548828374814
3,18,19,-6.398313856113215,49.6810252357026
3,19,18,-6.398313856113215,49.6810252357026
3,19,19,18.20269834177932,-140.61461983941254
3,19,22,-11.804384485666105,91.06239460370995
3,20,14,-5.1624745461324455,40.15257980325236
3,20,17,-9.681678157547308,75.98650432741675
3,20,20,16.706099015420932,-130.42072435320378
3,20,21,-1.8619463117411768,14.510340222534687
3,21,16,-1.1978343155574722,9.343107661348283
3,21,20,-1.8619463117411768,14.510340222534687
3,21,21,3.059780627298649,-23.67164788388297
3,22,11,-1.3072832545449176,10.184158257180568
3,22,12,-1.459477796214825,11.373408051583995
3,22,19,-11.804384485666105,91.06239460370995
3,22,22,14.571145536425849,-112.38206091247451
3,23,2,-0.31698626002382907,11.56310748521707
3,23,14,-2.44659485119591,18.95198101150265
3,23,23,2.7543485017044818,-30.12374895831534
4,0,0,17.011918767573544,-84.77385681789507
4,0,1,-13.00195029254388,69.5104265639846
4,0,2,-1.14738182597622,4.438224205973951
4,0,4,-2.862586649053443,11.09580604793651
4,1,0,-13.00195029254388,69.5104265639846
4,1,1,16.180396687476932,-81.5149176131998
4,1,3,-1.9149113798863084,7.3969290192559525
4,1,5,-1.263535015046744,4.881262029959253
4,2,0,-1.14738182597622,4.438224205973951
4,2,2,3.5123114154385533,-24.179291644802625
4,2,8,-2.0384337416377893,7.875766729055094
4,2,23,-0.31698626002382907,11.56310748521707
4,3,1,-1.9149113798863084,7.3969290192559525
4,3,3,4.251048368169884,-16.40518445526367
4,3,8,-2.3361369882835756,9.039455436007716
4,4,0,-2.862586649053443,11.09580604793651
4,4,4,5.604048738119698,-21.689559664802754
4,4,9,-2.7414620890662555,10.617153616866245
4,5,1,-1.263535015046744,4.881262029959253
4,5,5,4.870682876968237,-20.32593797573266
4,5,9,-3.6071478619214936,15.700175945773408
4,6,6,3.9525003915212653,-15.254814719459477
4,6,7,-3.9525003915212653,15.263114719459477
4,7,6,-3.9525003915212653,15.263114719459477
4,7,7,6.889095385555233,-26.564490211614228
4,7,8,-1.4682974970169838,5.677187746077377
4,7,9,-1.4682974970169838,5.677187746077377
4,8,2,-2.0384337416377893,7.875766729055094
4,8,3,-2.3361369882835756,9.039455436007716
4,8,7,-1.4682974970169838,5.677187746077377
4,8,8,6.495859922587437,-46.35991133068735
4,8,10,-0.31698626002382907,11.56310748521707
4,8,11,-0.31698626002382907,11.56310748521707
4,9,4,-2.7414620890662555,10.617153616866245
4,9,5,-3.6071478619214936,15.700175945773408
4,9,7,-1.4682974970169838,5.677187746077377
4,9,9,8.469899143653821,-54.550718728264194
4,9,10,-0.3200939684554352,11.676471284091747
4,9,11,-0.3200939684554352,11.676471284091747
4,10,8,-0.31698626002382907,11.56310748521707
4,10,9,-0.3200939684554352,11.676471284091747
4,10,10,3.6614271549547937,-46.16062513421781
4,10,13,-3.039855888313442,23.5307363206485
4,11,8,-0.31698626002382907,11.56310748521707
4,11,9,-0.3200939684554352,11.676471284091747
4,11,11,4.577608087233592,-53.37550932384045
4,11,12,-2.648753566047322,20.668962253090577
4,11,22,-1.3072832545449176,10.184158257180568
4,12,11,-2.648753566047322,20.668962253090577
4,12,12,4.108231362262147,-31.901520304674573
4,12,22,-1.459477796214825,11.373408051583995
4,13,10,-3.039855888313442,23.5307363206485
4,13,13,6.290387350207462,-48.73502109418398
4,13,15,-3.2505314618940204,25.289134773535476
4,14,14,14.842818123202159,-115.81238034094446
4,14,15,-7.233748725873804,56.88356952618946
4,14,20,-5.1624745461324455,40.15257980325236
4,14,23,-2.44659485119591,18.95198101150265
4,15,13,-3.2505314618940204,25.289134773535476
4,15,14,-7.233748725873804,56.88356952618946
4,15,15,20.853952129924018,-162.62736951147886
4,15,16,-4.840839078773654,37.99325216370838
4,15,18,-5.528832863382538,42.57201304804555
4,16,15,-4.840839078773654,37.99325216370838
4,16,16,14.585681941339672,-115.55942820112503
4,16,17,-8.547008547008547,68.37606837606837
4,16,21,-1.1978343155574722,9.343107661348283
4,17,16,-8.547008547008547,68.37606837606837
4,17,17,18.228686704555855,-144.29292270348512
4,17,20,-9.681678157547308,75.98650432741675
4,18,15,-5.528832863382538,42.57201304804555
4,18,18,11.927146719495752,-92.14548828374814
4,18,19,-6.398313856113215,49.6810252357026
4,19,18,-6.398313856113215,49.6810252357026
4,19,19,18.20269834177932,-140.61461983941254
4,19,22,-11.804384485666105,91.06239460370995
4,20,14,-5.1624745461324455,40.15257980325236
4,20,17,-9.681678157547308,75.98650432741675
4,20,20,16.706099015420932,-130.42072435320378
4,20,21,-1.8619463117411768,14.510340222534687
4,21,16,-1.1978343155574722,9.343107661348283
4,21,20,-1.8619463117411768,14.510340222534687
4,21,21,3.059780627298649,-23.67164788388297
4,22,11,-1.3072832545449176,10.184158257180568
4,22,12,-1.459477796214825,11.373408051583995
4,22,19,-11.804384485666105,91.06239460370995
4,22,22,14.571145536425849,-112.38206091247451
4,23,2,-0.31698626002382907,11.56310748521707
4,23,14,-2.44659485119591,18.95198101150265
4,23,23,2.7543485017044818,-30.12374895831534
5,0,0,17.011918767573544,-84.77385681789507
5,0,1,-13.00195029254388,69.5104265639846
5,0,2,-1.14738182597622,4.438224205973951
5,0,4,-2.862586649053443,11.09580604793651
5,1,0,-13.00195029254388,69.5104265639846
5,1,1,16.180396687476932,-81.5149176131998
5,1,3,-1.9149113798863084,7.3969290192559525
5,1,5,-1.263535015046744,4.881262029959253
5,2,0,-1.14738182597622,4.438224205973951
5,2,2,3.5123114154385533,-24.179291644802625
5,2,8,-2.0384337416377893,7.875766729055094
5,2,23,-0.31698626002382907,11.56310748521707
5,3,1,-1.9149113798863084,7.3969290192559525
5,3,3,4.251048368169884,-16.40518445526367
5,3,8,-2.3361369882835756,9.039455436007716
5,4,0,-2.862586649053443,11.09580604793651
5,4,4,5.604048738119698,-21.689559664802754
5,4,9,-2.7414620890662555,10.617153616866245
5,5,1,-1.263535015046744,4.881262029959253
5,5,5,4.870682876968237,-20.32593797573266
5,5,9,-3.6071478619214936,15.700175945773408
5,6,6,3.9525003915212653,-15.254814719459477
5,6,7,-3.9525003915212653,15.263114719459477
5,7,6,-3.9525003915212653,15.263114719459477
5,7,7,6.889095385555233,-26.564490211614228
5,7,8,-1.4682974970169838,5.677187746077377
5,7,9,-1.4682974970169838,5.677187746077377
5,8,2,-2.0384337416377893,7.875766729055094
5,8,3,-2.3361369882835756,9.039455436007716
5,8,7,-1.4682974970169838,5.677187746077377
5,8,8,6.495859922587437,-46.35991133068735
5,8,10,-0.31698626002382907,11.56310748521707
5,8,11,-0.31698626002382907,11.56310748521707
5,9,4,-2.7414620890662555,10.617153616866245
5,9,5,-3.6071478619214936,15.700175945773408
5,9,7,-1.4682974970169838,5.677187746077377
5,9,9,8.469899143653821,-54.550718728264194
5,9,10,-0.3200939684554352,11.676471284091747
5,9,11,-0.3200939684554352,11.676471284091747
5,10,8,-0.31698626002382907,11.56310748521707
5,10,9,-0.3200939684554352,11.676471284091747
5,10,10,3.6614271549547937,-46.16062513421781
5,10,13,-3.039855888313442,23.5307363206485
5,11,8,-0.31698626002382907,11.56310748521707
5,11,9,-0.3200939684554352,11.676471284091747
5,11,11,4.577608087233592,-53.37550932384045
5,11,12,-2.648753566047322,20.668962253090577
5,11,22,-1.3072832545449176,10.184158257180568
5,12,11,-2.648753566047322,20.668962253090577
5,12,12,4.108231362262147,-31.901520304674573
5,12,22,-1.459477796214825,11.373408051583995
5,13,10,-3.039855888313442,23.5307363206485
5,13,13,6.290387350207462,-48.73502109418398
5,13,15,-3.2505314618940204,25.289134773535476
5,14,14,14.842818123202159,-115.81238034094446
5,14,15,-7.233748725873804,56.88356952618946
5,14,20,-5.1624745461324455,40.15257980325236
5,14,23,-2.44659485119591,18.95198101150265
5,15,13,-3.2505314618940204,25.289134773535476
5,15,14,-7.233748725873804,56.88356952618946
5,15,15,20.853952129924018,-162.62736951147886
5,15,16,-4.840839078773654,37.99325216370838
5,15,18,-5.528832863382538,42.57201304804555
5,16,15,-4.840839078773654,37.99325216370838
5,16,16,14.585681941339672,-115.55942820112503
5,16,17,-8.547008547008547,68.37606837606837
5,16,21,-1.1978343155574722,9.343107661348283
5,17,16,-8.547008547008547,68.37606837606837
5,17,17,18.228686704555855,-144.29292270348512
5,17,20,-9.681678157547308,75.98650432741675
5,18,15,-5.528832863382538,42.57201304804555
5,18,18,11.927146719495752,-92.14548828374814
5,18,19,-6.398313856113215,49.6810252357026
5,19,18,-6.398313856113215,49.6810252357026
5,19,19,18.20269834177932,-140.61461983941254
5,19,22,-11.804384485666105,91.06239460370995
5,20,14,-5.1624745461324455,40.15257980325236
5,20,17,-9.681678157547308,75.98650432741675
5,20,20,16.706099015420932,-130.42072435320378
5,20,21,-1.8619463117411768,14.510340222534687
5,21,16,-1.1978343155574722,9.343107661348283
5,21,20,-1.8619463117411768,14.510340222534687
5,21,21,3.059780627298649,-23.67164788388297
5,22,11,-1.3072832545449176,10.184158257180568
5,22,12,-1.459477796214825,11.373408051583995
5,22,19,-11.804384485666105,91.06239460370995
5,22,22,14.571145536425849,-112.38206091247451
5,23,2,-0.31698626002382907,11.56310748521707
5,23,14,-2.44659485119591,18.95198101150265
5,23,23,2.7543485017044818,-30.12374895831534
6,0,0,17.011918767573544,-84.77385681789507
6,0,1,-13.00195029254388,69.5104265639846
6,0,2,-1.14738182597622,4.438224205973951
6,0,4,-2.862586649053443,11.09580604793651
6,1,0,-13.00195029254388,69.5104265639846
6,1,1,16.180396687476932,-81.5149176131998
6,1,3,-1.9149113798863084,7.3969290192559525
6,1,5,-1.263535015046744,4.881262029959253
6,2,0,-1.14738182597622,4.438224205973951
6,2,2,3.5123114154385533,-24.179291644802625
6,2,8,-2.0384337416377893,7.875766729055094
6,2,23,-0.31698626002382907,11.56310748521707
6,3,1,-1.9149113798863084,7.3969290192559525
6,3,3,4.251048368169884,-16.40518445526367
6,3,8,-2.3361369882835756,9.039455436007716
6,4,0,-2.862586649053443,11.09580604793651
6,4,4,5.604048738119698,-21.689559664802754
6,4,9,-2.7414620890662555,10.617153616866245
6,5,1,-1.263535015046744,4.881262029959253
6,5,5,4.870682876968237,-20.32593797573266
6,5,9,-3.6071478619214936,15.700175945773408
6,6,6,3.9525003915212653,-15.254814719459477
6,6,7,-3.9525003915212653,15.263114719459477
6,7,6,-3.9525003915212653,15.263114719459477
6,7,7,6.889095385555233,-26.564490211614228
6,7,8,-1.4682974970169838,5.677187746077377
6,7,9,-1.4682974970169838,5.677187746077377
6,8,2,-2.0384337416377893,7.875766729055094
6,8,3,-2.3361369882835756,9.039455436007716
6,8,7,-1.4682974970169838,5.677187746077377
6,8,8,6.495859922587437,-46.35991133068735
6,8,10,-0.31698626002382907,11.56310748521707
6,8,11,-0.31698626002382907,11.56310748521707
6,9,4,-2.7414620890662555,10.617153616866245
6,9,5,-3.6071478619214936,15.700175945773408
6,9,7,-1.4682974970169838,5.677187746077377
6,9,9,8.469899143653821,-54.550718728264194
6,9,10,-0.3200939684554352,11.676471284091747
6,9,11,-0.3200939684554352,11.676471284091747
6,10,8,-0.31698626002382907,11.56310748521707
6,10,9,-0.3200939684554352,11.676471284091747
6,10,10,6.310180721002116,-66.77963738730838
6,10,12,-2.648753566047322,20.668962253090577
6,10,13,-3.039855888313442,23.5307363206485
6,11,8,-0.31698626002382907,11.56310748521707
6,11,9,-0.3200939684554352,11.676471284091747
6,11,11,4.577608087233592,-53.37550932384045
6,11,12,-2.648753566047322,20.668962253090577
6,11,22,-1.3072832545449176,10.184158257180568
6,12,10,-2.648753566047322,20.668962253090577
6,12,11,-2.648753566047322,20.668962253090577
