scenario,bus,Pd,Qd,Pg,Qg,Vm,Va,PQ,PV,REF
1,0,89.2019939245564,,67.089774401364,38.34593827308796,1.0035892647871585,,0.0,1.0,0.0
1,1,,15.27118113082884,,22.813940841973853,1.0028181256030892,-13.830256722148585,0.0,1.0,0.0
1,2,,29.833025139679105,0.0,0.0,,-5.7955843902018165,1.0,0.0,0.0
1,3,104.4123560519032,12.075137407737795,0.0,0.0,,,1.0,0.0,0.0
1,4,,11.153449334576656,,22.813940841973853,1.0196075021022477,-14.071296028780646,1.0,0.0,0.0
1,5,111.52524731808016,22.916228504935003,0.0,22.813940841973853,,,1.0,0.0,0.0
1,6,104.02484213106791,18.92274135187116,75.00002063624675,22.813940841973853,1.0196075021022477,-0.0595357759501195,0.0,1.0,0.0
1,7,135.26789016359373,,0.0,,0.953537208407344,,1.0,0.0,0.0
1,8,133.17901304630493,28.933727339070344,,,,-8.810666871291561,1.0,0.0,0.0
1,9,159.77543249721865,,0.0,22.813940841973853,,-11.721829320930874,1.0,0.0,0.0
1,10,,0.0,,0.0,,,1.0,0.0,0.0
1,11,104.4123560519032,0.0,,0.0,1.0071282229856875,-2.526005539557822,1.0,0.0,0.0
1,12,104.4123560519032,42.194879574778135,207.31049500398865,58.52685859897355,,,0.0,0.0,1.0
1,13,,21.222032533296392,,172.3592530565713,1.0499965208974564,2.989809282590143,0.0,1.0,0.0
1,14,104.4123560519032,49.45869349469631,,56.87986442403184,1.03793191520143,,0.0,1.0,0.0
1,15,,,153.27613319285803,115.5440658317516,1.0196075021022477,11.24811943061118,0.0,1.0,0.0
1,16,0.0,0.0,,22.813940841973853,1.0474095955448512,16.21763137721921,1.0,0.0,0.0
1,17,268.2851639645037,21.222032533296392,399.9999801711723,22.813940841973853,1.0196075021022477,17.901966336109716,0.0,1.0,0.0
1,18,139.82284256013986,,,0.0,1.0333759351980978,,1.0,0.0,0.0
1,19,103.50174157210796,,,22.813940841973853,,8.820046388133154,1.0,0.0,0.0
1,20,,,,,1.0499996132256375,,0.0,1.0,0.0
1,21,0.0,0.0,,-38.25194819914616,,,0.0,1.0,0.0
1,22,,,487.5452249405479,0.0,1.0318493670305582,9.22750224504341,0.0,1.0,0.0
1,23,,21.222032533296392,106.70491239799208,0.0,,,1.0,0.0,0.0
2,0,89.2019939245564,,67.09251508311591,,0.993552902668883,,0.0,1.0,0.0
2,1,104.4123560519032,21.222032533296392,106.70491239799208,22.702597518985684,0.994077503972236,-16.913504066400137,0.0,1.0,0.0
2,2,104.4123560519032,29.833025139679105,0.0,0.0,0.955276318419662,,1.0,0.0,0.0
2,3,104.4123560519032,12.075137407737795,,,0.9624342321244194,-14.816742083544115,1.0,0.0,0.0
2,4,56.95582195982185,11.153449334576656,0.0,0.0,,-19.77382041119259,1.0,0.0,0.0
2,5,111.52524731808016,21.222032533296392,0.0,22.813940841973853,,-15.647420091477452,1.0,0.0,0.0
2,6,104.02484213106791,,75.00001319260429,59.976235046081726,0.9757291034921683,-0.0595357759501195,0.0,1.0,0.0
2,7,,28.815154499732103,106.70491239799208,22.813940841973853,1.0196075021022477,,1.0,0.0,0.0
2,8,,21.222032533296392,,0.0,,-9.572252359056057,1.0,0.0,0.0
2,9,159.77543249721865,,0.0,22.813940841973853,1.0097520265659514,-11.380714570199414,1.0,0.0,0.0
2,10,104.4123560519032,0.0,0.0,,1.0196075021022477,,1.0,0.0,0.0
2,11,104.4123560519032,21.222032533296392,106.70491239799208,0.0,1.0108174097785596,-2.534337872685106,1.0,0.0,0.0
2,12,215.08704383281193,21.222032533296392,,,1.02,,0.0,0.0,1.0
2,13,149.89546159895374,,1.07365168532003e-09,22.813940841973853,1.0196075021022477,2.464800442000919,0.0,1.0,0.0
2,14,243.50770546957315,49.45869349469631,,,1.0196075021022477,-0.0595357759501195,0.0,1.0,0.0
2,15,76.35706360936841,21.222032533296392,127.50939362021954,79.9975217658261,1.0404640796165958,10.543457504902376,0.0,1.0,0.0
2,16,,0.0,106.70491239799208,22.813940841973853,1.0447596142644244,16.83394361548281,1.0,0.0,0.0
2,17,,56.663380594743586,106.70491239799208,79.13960433414198,1.049999605620245,,0.0,1.0,0.0
2,18,139.82284256013986,29.5498568282211,0.0,0.0,1.0387739817386,,1.0,0.0,0.0
2,19,,21.646712759507164,106.70491239799208,22.813940841973853,1.0445980767077805,,1.0,0.0,0.0
2,20,,21.222032533296392,399.9999864825364,22.813940841973853,,20.329787365670708,0.0,1.0,0.0
2,21,,21.222032533296392,,-34.970079399527116,,,0.0,1.0,0.0
2,22,104.4123560519032,0.0,,,1.0499995333765562,,0.0,1.0,0.0
2,23,0.0,0.0,,0.0,,4.316426638432202,1.0,0.0,0.0
3,0,,17.42173541970882,,,1.0098704144095878,-17.486270441854778,0.0,1.0,0.0
3,1,104.4123560519032,,62.40064819769909,,1.009122331795393,-17.647270469017762,0.0,1.0,0.0
3,2,,29.833025139679105,106.70491239799208,0.0,,-0.0595357759501195,1.0,0.0,0.0
3,3,,,0.0,,,-0.0595357759501195,1.0,0.0,0.0
3,4,104.4123560519032,,0.0,22.813940841973853,0.9986728328386312,-17.66148105276966,1.0,0.0,0.0
3,5,111.52524731808016,22.916228504935003,0.0,0.0,0.9965286066526574,-0.0595357759501195,1.0,0.0,0.0
3,6,,,75.0000083645657,22.813940841973853,,-0.0595357759501195,0.0,1.0,0.0
3,7,135.26789016359373,28.815154499732103,0.0,0.0,,-22.163902306599248,1.0,0.0,0.0
3,8,,28.933727339070344,0.0,0.0,0.9690006076809192,,1.0,0.0,0.0
3,9,159.77543249721865,33.18342452386831,0.0,22.813940841973853,1.0196075021022477,,1.0,0.0,0.0
3,10,0.0,0.0,0.0,0.0,1.0196075021022477,-7.121063239536862,1.0,0.0,0.0
3,11,104.4123560519032,0.0,0.0,0.0,1.0074712740775396,-4.179317512013339,1.0,0.0,0.0
3,12,104.4123560519032,,207.0000767096393,37.08433666113636,1.02,0.0,0.0,0.0,1.0
3,13,104.4123560519032,,,,,-0.0595357759501195,0.0,1.0,0.0
3,14,243.50770546957315,21.222032533296392,,55.99491248673199,1.0196075021022477,8.885021297114202,0.0,1.0,0.0
3,15,76.35706360936841,15.19404659241112,,22.813940841973853,,7.718980511510477,0.0,1.0,0.0
3,16,104.4123560519032,0.0,0.0,0.0,1.0196075021022477,-0.0595357759501195,1.0,0.0,0.0
3,17,,56.663380594743586,399.99999156545,,,,0.0,1.0,0.0
3,18,,21.222032533296392,106.70491239799208,0.0,1.0196075021022477,6.524734829505124,1.0,0.0,0.0
3,19,103.50174157210796,,0.0,0.0,1.0196075021022477,,1.0,0.0,0.0
3,20,,0.0,,,,14.88766225592876,0.0,1.0,0.0
3,21,0.0,21.222032533296392,,,1.0499993998306516,20.50608314473921,0.0,1.0,0.0
3,22,0.0,0.0,546.5192244361449,,1.0499996515874026,7.73496975220929,0.0,1.0,0.0
3,23,0.0,0.0,0.0,0.0,1.0196075021022477,2.4036256160725724,1.0,0.0,0.0
4,0,89.2019939245564,21.222032533296392,62.40049776185987,43.83467363835253,1.009884892803226,-17.472182459714993,0.0,1.0,0.0
4,1,,21.222032533296392,62.40052824675756,21.784716129947327,,-0.0595357759501195,0.0,1.0,0.0
4,2,104.4123560519032,29.833025139679105,106.70491239799208,22.813940841973853,,,1.0,0.0,0.0
4,3,56.77774606002355,12.075137407737795,106.70491239799208,22.813940841973853,,,1.0,0.0,0.0
4,4,56.95582195982185,11.153449334576656,106.70491239799208,0.0,1.0196075021022477,-0.0595357759501195,1.0,0.0,0.0
4,5,111.52524731808016,21.222032533296392,0.0,22.813940841973853,0.9965443014823188,,1.0,0.0,0.0
4,6,104.4123560519032,21.222032533296392,,59.99010207662977,0.9761893719282864,-0.0595357759501195,0.0,1.0,0.0
4,7,135.26789016359373,28.815154499732103,0.0,22.813940841973853,,,1.0,0.0,0.0
4,8,133.17901304630493,21.222032533296392,106.70491239799208,,0.9690053293665593,-0.0595357759501195,1.0,0.0,0.0
4,9,,,,0.0,1.0088018772563514,-15.086665894118884,1.0,0.0,0.0
4,10,0.0,21.222032533296392,0.0,0.0,1.021234415767257,-7.105279377386256,1.0,0.0,0.0
4,11,,0.0,106.70491239799208,0.0,,,1.0,0.0,0.0
4,12,104.4123560519032,,207.00005858274767,36.99089736797231,1.02,,0.0,0.0,1.0
4,13,149.89546159895374,31.51015918081009,1.067436229565235e-09,,1.0499996368459177,-0.0595357759501195,0.0,1.0,0.0
4,14,243.50770546957315,21.222032533296392,,,,8.920591088050752,0.0,1.0,0.0
4,15,,15.19404659241112,,79.99841225182331,1.0196075021022477,7.741915298525623,0.0,1.0,0.0
4,16,0.0,0.0,0.0,0.0,1.0473069036783311,-0.0595357759501195,1.0,0.0,0.0
4,17,,56.663380594743586,,,,14.313227580793628,0.0,1.0,0.0
4,18,104.4123560519032,21.222032533296392,106.70491239799208,0.0,1.0196075021022477,6.534883423510877,1.0,0.0,0.0
4,19,103.50174157210796,21.222032533296392,,0.0,,6.934336958078993,1.0,0.0,0.0
4,20,,0.0,399.9999927208672,,1.0196075021022477,14.919041524547715,0.0,1.0,0.0
4,21,0.0,0.0,,22.813940841973853,,20.535894398072173,0.0,1.0,0.0
4,22,0.0,0.0,545.1504099512124,66.41332811892788,1.0196075021022477,7.72827355881119,0.0,1.0,0.0
4,23,0.0,0.0,0.0,,1.0196075021022477,,1.0,0.0,0.0
5,0,,,,40.12020332880837,1.0103092961653592,-0.0595357759501195,0.0,1.0,0.0
5,1,76.84375771320286,,106.70491239799208,19.87947817576372,,,0.0,1.0,0.0
5,2,,28.94015646286923,,22.813940841973853,,-9.9582334387927,1.0,0.0,0.0
5,3,58.995390615089846,,,,0.9726087904063238,-16.82971181197706,1.0,0.0,0.0
5,4,104.4123560519032,21.222032533296392,106.70491239799208,22.813940841973853,1.000194287466946,-17.62279446284953,1.0,0.0,0.0
5,5,104.45275702716307,,,0.0,,-18.384531041169407,1.0,0.0,0.0
5,6,100.60337994308178,,,59.995192409695825,0.9784337275670174,-0.0595357759501195,0.0,1.0,0.0
5,7,,,0.0,,,,1.0,0.0,0.0
5,8,104.4123560519032,21.222032533296392,,0.0,,-12.61127951210019,1.0,0.0,0.0
5,9,148.65816756147902,21.222032533296392,0.0,,,-15.025973371343222,1.0,0.0,0.0
5,10,104.4123560519032,0.0,0.0,0.0,,-0.0595357759501195,1.0,0.0,0.0
5,11,,0.0,106.70491239799208,0.0,1.0084058383002334,-4.310020172176333,1.0,0.0,0.0
5,12,,,,22.813940841973853,1.02,,0.0,0.0,1.0
5,13,159.30738506508845,21.222032533296392,6.524092318506512e-10,22.813940841973853,1.0499998239124542,-1.817943317894054,0.0,1.0,0.0
5,14,259.5448342147278,51.19233118760644,106.70491239799208,,,,0.0,1.0,0.0
5,15,,16.067049148577492,135.4505289717961,79.99922238821875,,,0.0,1.0,0.0
5,16,,0.0,0.0,,1.0473473329413157,11.91024781510319,1.0,0.0,0.0
5,17,273.9191410697737,,399.99999631804224,,,-0.0595357759501195,0.0,1.0,0.0
5,18,144.56269194382486,28.778398710991315,106.70491239799208,22.813940841973853,1.0412577052311387,,1.0,0.0,0.0
5,19,104.4123560519032,21.222032533296392,0.0,0.0,1.0196075021022477,-0.0595357759501195,1.0,0.0,0.0
5,20,,0.0,399.999996302479,9.996170027298431,,14.145186998179389,0.0,1.0,0.0
5,21,,,,-38.222225150108386,1.0196075021022477,19.77293140020222,0.0,1.0,0.0
5,22,0.0,0.0,,22.813940841973853,1.0499998664292634,-0.0595357759501195,0.0,1.0,0.0
5,23,0.0,21.222032533296392,0.0,0.0,1.0196075021022477,1.725018177764506,1.0,0.0,0.0
6,0,,,98.54166260801377,22.813940841973853,,-11.082229227664737,0.0,1.0,0.0
6,1,104.4123560519032,16.39945472911555,106.70491239799208,10.72892582767716,1.0196075021022477,,0.0,1.0,0.0
6,2,141.0746040054114,21.222032533296392,0.0,22.813940841973853,0.9679418526043732,-5.464090155548533,1.0,0.0,0.0
6,3,58.995390615089846,,,0.0,0.974874794281392,-11.669884364087336,1.0,0.0,0.0
6,4,,,106.70491239799208,0.0,,-12.228639447944357,1.0,0.0,0.0
6,5,,21.19084242758661,,,1.0196075021022477,-13.528365609656968,1.0,0.0,0.0
6,6,100.60337994308178,20.078827415775688,,59.25291436462869,0.980455763781628,,0.0,1.0,0.0
6,7,137.64008589604606,28.50811629333413,,,1.0196075021022477,,1.0,0.0,0.0
6,8,,,106.70491239799208,0.0,0.9735584382240032,-8.451480831634642,1.0,0.0,0.0
6,9,148.65816756147902,31.828460344403332,,0.0,1.0196075021022477,-10.638028213008193,1.0,0.0,0.0
6,10,104.4123560519032,21.222032533296392,,0.0,,,1.0,0.0,0.0
6,11,0.0,,0.0,22.813940841973853,,-2.4226326272950076,1.0,0.0,0.0
6,12,,40.522799474196695,106.70491239799208,,1.02,,0.0,0.0,1.0
6,13,159.30738506508845,32.131160012317814,-2.722875175448373e-09,,,2.5058150683127405,0.0,1.0,0.0
6,14,,,106.70491239799208,,1.0387455924355355,11.799755125252451,0.0,1.0,0.0
6,15,80.61314087375382,21.222032533296392,154.99974430172517,79.99609503971297,1.0454784514173048,10.459151200799967,0.0,1.0,0.0
6,16,104.4123560519032,0.0,,,1.0475707835836532,15.392004473137687,1.0,0.0,0.0
6,17,,,399.9999841165999,,1.0499993546209594,,0.0,1.0,0.0
6,18,104.4123560519032,28.778398710991315,0.0,0.0,,-0.0595357759501195,1.0,0.0,0.0
6,19,104.4123560519032,21.2864755754163,0.0,22.813940841973853,1.0455748972013656,,1.0,0.0,0.0
6,20,0.0,21.222032533296392,106.70491239799208,,,17.707556968940526,0.0,1.0,0.0
6,21,0.0,0.0,299.999929459388,,1.049998704025218,-0.0595357759501195,0.0,1.0,0.0
6,22,,0.0,449.9995656908161,,1.0499991444481456,,0.0,1.0,0.0
6,23,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
7,0,85.72849266409963,17.263963651532894,110.3358169301416,26.694264050414596,1.0105018568792854,-11.041030568917863,0.0,1.0,0.0
7,1,,21.222032533296392,72.29053726870968,10.781400808629488,1.0094379090203334,,0.0,1.0,0.0
7,2,104.4123560519032,28.94015646286923,0.0,0.0,1.0196075021022477,-0.0595357759501195,1.0,0.0,0.0
7,3,58.995390615089846,11.66434664020727,0.0,0.0,1.0196075021022477,-11.69242761025074,1.0,0.0,0.0
7,4,104.4123560519032,11.26485820146234,0.0,0.0,1.0019346138049212,-12.206443996524104,1.0,0.0,0.0
7,5,104.45275702716307,21.19084242758661,,22.813940841973853,1.0030550151034814,,1.0,0.0,0.0
7,6,104.4123560519032,,,22.813940841973853,,-0.0595357759501195,0.0,1.0,0.0
7,7,,28.50811629333413,,,1.0196075021022477,,1.0,0.0,0.0
7,8,143.07781952094174,27.07733762576717,0.0,0.0,0.9736070232740875,,1.0,0.0,0.0
7,9,148.65816756147902,21.222032533296392,106.70491239799208,22.813940841973853,,-10.63638834944618,1.0,0.0,0.0
7,10,0.0,0.0,0.0,22.813940841973853,,-0.0595357759501195,1.0,0.0,0.0
7,11,0.0,0.0,0.0,0.0,1.0156687049227182,-2.423030559936209,1.0,0.0,0.0
7,12,205.43263932097625,40.522799474196695,106.70491239799208,4.22028464215871,,0.0,0.0,0.0,1.0
7,13,,32.131160012317814,1.009459519935731e-09,159.36019070307378,1.0196075021022477,2.5065727724438363,0.0,1.0,0.0
7,14,,21.222032533296392,166.99969606032474,55.988499548487454,,,0.0,1.0,0.0
7,15,80.61314087375382,16.067049148577492,,79.99674398777708,1.0196075021022477,,0.0,1.0,0.0
7,16,0.0,,,0.0,,15.393674913111298,1.0,0.0,0.0
7,17,273.9191410697737,,106.70491239799208,52.35237553531184,,17.058863614555033,0.0,1.0,0.0
7,18,144.56269194382486,,,22.813940841973853,,-0.0595357759501195,1.0,0.0,0.0
7,19,104.4123560519032,21.2864755754163,106.70491239799208,0.0,1.0455760372181002,,1.0,0.0,0.0
7,20,,0.0,106.70491239799208,3.5539522245897786,1.0196075021022477,17.709398101175545,0.0,1.0,0.0
7,21,,0.0,106.70491239799208,-38.41121443179953,1.0196075021022477,23.305501263698694,0.0,1.0,0.0
7,22,0.0,0.0,449.9995392118306,63.895340447957835,1.0499993570268185,8.118620146686336,0.0,1.0,0.0
7,23,,0.0,106.70491239799208,0.0,1.0196075021022477,5.663483131078203,1.0,0.0,0.0
8,0,,,106.70491239799208,,,,0.0,1.0,0.0
8,1,76.84375771320286,,,11.759503944718311,1.0067287693288598,-12.56152968293831,0.0,1.0,0.0
8,2,104.4123560519032,,0.0,22.813940841973853,,-7.508865479840055,1.0,0.0,0.0
8,3,104.4123560519032,21.222032533296392,,0.0,0.9727937901376048,-12.751571895304046,1.0,0.0,0.0
8,4,58.217100197543864,,,,0.9991204491665536,-13.291749450388666,1.0,0.0,0.0
8,5,104.45275702716307,21.19084242758661,,22.813940841973853,,,1.0,0.0,0.0
8,6,104.4123560519032,20.078827415775688,75.0000064075771,22.813940841973853,,-20.09721069144978,0.0,1.0,0.0
8,7,,28.50811629333413,,0.0,0.958528165061147,,1.0,0.0,0.0
8,8,,,0.0,0.0,1.0196075021022477,-9.346712992172254,1.0,0.0,0.0
8,9,148.65816756147902,31.828460344403332,,22.813940841973853,1.0125348089452075,-11.37162237400086,1.0,0.0,0.0
8,10,0.0,21.222032533296392,,0.0,1.0196075021022477,-3.132634644574671,1.0,0.0,0.0
8,11,104.4123560519032,21.222032533296392,,,1.0124030170818223,,1.0,0.0,0.0
8,12,104.4123560519032,,207.00016097288585,19.056685392411843,,-0.0595357759501195,0.0,0.0,1.0
8,13,,,,157.12964990709852,,0.8193772239044319,0.0,1.0,0.0
8,14,104.4123560519032,21.222032533296392,,,,-0.0595357759501195,0.0,1.0,0.0
8,15,80.61314087375382,,154.9998563609738,,1.0437379557287525,,0.0,1.0,0.0
8,16,,21.222032533296392,,,1.0196075021022477,12.247031399969565,1.0,0.0,0.0
8,17,273.9191410697737,21.222032533296392,399.999994090176,22.813940841973853,,13.693878011664928,0.0,1.0,0.0
8,18,144.56269194382486,28.778398710991315,0.0,22.813940841973853,,7.542216532226996,1.0,0.0,0.0
8,19,104.94781433862342,21.2864755754163,0.0,22.813940841973853,,8.608868206479018,1.0,0.0,0.0
8,20,,,,30.01063259488322,1.0196075021022477,14.147157040688455,0.0,1.0,0.0
8,21,0.0,0.0,106.70491239799208,22.813940841973853,1.0499993597353825,-0.0595357759501195,0.0,1.0,0.0
8,22,0.0,21.222032533296392,659.9990382151976,58.50938978491181,1.0499998138641429,9.772030869277186,0.0,1.0,0.0
8,23,0.0,0.0,0.0,0.0,1.0047314458961398,2.59214770465972,1.0,0.0,0.0
9,0,,17.263963651532894,179.42738061243875,22.813940841973853,,,0.0,1.0,0.0
9,1,104.4123560519032,21.222032533296392,106.70491239799208,14.015572419979094,1.042270645782135,,0.0,1.0,0.0
9,2,141.0746040054114,,0.0,22.813940841973853,,-6.301745831834538,1.0,0.0,0.0
9,3,58.995390615089846,11.66434664020727,0.0,,,-0.0595357759501195,1.0,0.0,0.0
9,4,58.217100197543864,21.222032533296392,,22.813940841973853,1.023710045299751,-0.0595357759501195,1.0,0.0,0.0
9,5,104.45275702716307,21.222032533296392,,,1.019805689150718,-10.601799268094885,1.0,0.0,0.0
9,6,,20.078827415775688,75.00000976130279,56.36836410901357,0.9890136757765308,-17.725543848439678,0.0,1.0,0.0
9,7,137.64008589604606,28.50811629333413,,0.0,0.9703427803012852,-16.434683121421557,1.0,0.0,0.0
9,8,104.4123560519032,,0.0,22.813940841973853,0.9852357569061708,-0.0595357759501195,1.0,0.0,0.0
9,9,148.65816756147902,,,0.0,1.0196075021022477,-0.0595357759501195,1.0,0.0,0.0
9,10,104.4123560519032,21.222032533296392,0.0,,1.0196075021022477,-3.0434782162192513,1.0,0.0,0.0
9,11,,,106.70491239799208,0.0,1.02215767302815,,1.0,0.0,0.0
9,12,205.43263932097625,40.522799474196695,,-19.744129726418947,,-0.0595357759501195,0.0,0.0,1.0
9,13,104.4123560519032,32.131160012317814,1.246332115642337e-09,93.3254387614656,1.0196075021022477,,0.0,1.0,0.0
9,14,104.4123560519032,,106.70491239799208,55.98315207029282,1.0196075021022477,,0.0,1.0,0.0
9,15,80.61314087375382,16.067049148577492,106.70491239799208,,1.0196075021022477,4.927208156364508,0.0,1.0,0.0
9,16,0.0,0.0,0.0,,,,1.0,0.0,0.0
9,17,273.9191410697737,54.092504388252806,106.70491239799208,,1.0413778284084598,8.163584511291704,0.0,1.0,0.0
9,18,144.56269194382486,28.778398710991315,0.0,,,,1.0,0.0,0.0
9,19,,21.2864755754163,0.0,0.0,1.045446239290155,6.945395310123853,1.0,0.0,0.0
9,20,0.0,0.0,106.70491239799208,40.2006166640746,1.0499997734212063,10.388252579518984,0.0,1.0,0.0
9,21,,,299.9999665569271,-34.686734369250246,1.0196075021022477,15.84378923043075,0.0,1.0,0.0
9,22,,,659.9998923336634,34.84510146473042,1.049999749316069,-0.0595357759501195,0.0,1.0,0.0
9,23,104.4123560519032,21.222032533296392,,22.813940841973853,,0.7712976638168296,1.0,0.0,0.0
10,0,,16.55711372630883,,,,,0.0,1.0,0.0
10,1,73.74754209940396,16.1039964921699,62.40030934995046,,1.002005660650355,-13.6829160257588,0.0,1.0,0.0
10,2,,29.22687417999673,106.70491239799208,,0.9642469265585458,-0.0595357759501195,1.0,0.0,0.0
10,3,,21.222032533296392,0.0,0.0,0.9701334521135372,-12.931829570217705,1.0,0.0,0.0
10,4,56.91667030327854,,0.0,,1.0196075021022477,-13.900873373976474,1.0,0.0,0.0
10,5,110.24335685863348,20.800365749102696,,22.813940841973853,1.0196075021022477,,1.0,0.0,0.0
10,6,97.5949430109067,,75.0000085870588,58.69483461171165,0.9825039857817034,-19.27387813561611,0.0,1.0,0.0
10,7,129.96266294605482,26.947657925192495,106.70491239799208,,0.9617793256286844,,1.0,0.0,0.0
10,8,135.3643760158812,21.222032533296392,,22.813940841973853,0.9715412302507204,-0.0595357759501195,1.0,0.0,0.0
10,9,155.64757125888443,30.84994498818001,0.0,0.0,1.0113679325146208,-0.0595357759501195,1.0,0.0,0.0
10,10,0.0,0.0,0.0,0.0,1.0213131587469113,-2.535325201017679,1.0,0.0,0.0
10,11,,,,0.0,1.0126810640683972,-2.4882356678292807,1.0,0.0,0.0
10,12,,42.1458174545725,206.91115243333456,,1.0196075021022477,0.0,0.0,0.0,1.0
10,13,104.4123560519032,31.433576641940608,,22.813940841973853,,,0.0,1.0,0.0
10,14,,,132.53682387110112,55.962320401605766,1.0383607776730863,,0.0,1.0,0.0
10,15,,15.618147250935628,125.05361937339636,22.813940841973853,1.0456615944836145,,0.0,1.0,0.0
10,16,0.0,,106.70491239799208,22.813940841973853,1.0492196828398088,14.807855353909902,1.0,0.0,0.0
10,17,,52.10179620964367,399.9999912165389,34.97110554391,1.049999654204134,,0.0,1.0,0.0
10,18,104.4123560519032,28.607500053559324,,0.0,1.0196075021022477,,1.0,0.0,0.0
10,19,94.85951186176726,20.759631201816703,106.70491239799208,22.813940841973853,,8.590759788178342,1.0,0.0,0.0
10,20,104.4123560519032,0.0,399.9999911914588,-22.82990755160231,1.0499998380498698,-0.0595357759501195,0.0,1.0,0.0
10,21,0.0,0.0,249.9999698498254,0.0,,,0.0,1.0,0.0
10,22,0.0,0.0,,,1.0196075021022477,9.165304772894942,0.0,1.0,0.0
10,23,104.4123560519032,,0.0,22.813940841973853,1.0050355275762914,4.969125450630558,1.0,0.0,0.0
11,0,,,106.70491239799208,22.813940841973853,1.0028823233353374,-13.426746041447034,0.0,1.0,0.0
11,1,104.4123560519032,16.1039964921699,106.70491239799208,12.285653611118027,,,0.0,1.0,0.0
11,2,104.4123560519032,,106.70491239799208,,,,1.0,0.0,0.0
11,3,104.4123560519032,,,,0.9701088229062276,-12.837475884708024,1.0,0.0,0.0
11,4,104.4123560519032,11.222029521646151,,0.0,0.9964278799532824,-0.0595357759501195,1.0,0.0,0.0
11,5,104.4123560519032,,,0.0,0.9981061887557016,,1.0,0.0,0.0
11,6,104.4123560519032,20.13263222024677,106.70491239799208,,,-19.196732136525434,0.0,1.0,0.0
11,7,104.4123560519032,26.947657925192495,,0.0,1.0196075021022477,,1.0,0.0,0.0
11,8,104.4123560519032,27.98164944041708,106.70491239799208,0.0,1.0196075021022477,-8.79115831927094,1.0,0.0,0.0
11,9,155.64757125888443,,106.70491239799208,,,-0.0595357759501195,1.0,0.0,0.0
11,10,0.0,21.222032533296392,,22.813940841973853,,-2.429213554912017,1.0,0.0,0.0
11,11,0.0,21.222032533296392,,,,,1.0,0.0,0.0
11,12,,42.1458174545725,106.70491239799208,,,0.0,0.0,0.0,1.0
11,13,145.29837901480224,,-2.7967010138478456e-11,22.813940841973853,1.0499995089213046,,0.0,1.0,0.0
11,14,235.4557653698279,,120.6487442340941,55.99743725334012,,11.664365835242322,0.0,1.0,0.0
11,15,79.01589907222335,21.222032533296392,115.90264235851495,79.99915358707699,1.044676333762127,10.43188543044399,0.0,1.0,0.0
11,16,,,0.0,,1.047217218252833,-0.0595357759501195,1.0,0.0,0.0
11,17,104.4123560519032,52.10179620964367,399.9999953725065,49.73198391039202,1.0499998083244435,17.245500637615923,0.0,1.0,0.0
11,18,,28.607500053559324,106.70491239799208,0.0,,8.619965998429565,1.0,0.0,0.0
